"epoch","loss","lr","part","step","time","murmur_accuracy","murmur_auprc","murmur_auroc","murmur_cost","murmur_f_measure","murmur_weighted_accuracy","neg_weighted_cost","outcome_accuracy","outcome_auprc","outcome_auroc","outcome_cost","outcome_f_measure","outcome_weighted_accuracy"
0.0,3.0948903560638428,8.051132961790428e-05,"train",20.0,"2022-08-14 12:31:38.740200","","","","","","","","","","","","",""
0.0,3.379284381866455,8.204477376749569e-05,"train",40.0,"2022-08-14 12:31:45.335045","","","","","","","","","","","","",""
0.0,2.939621925354004,8.459869891666821e-05,"train",60.0,"2022-08-14 12:31:52.012114","","","","","","","","","","","","",""
0.0,3.511776924133301,8.817038444548287e-05,"train",80.0,"2022-08-14 12:31:58.582326","","","","","","","","","","","","",""
0.0,3.2490389347076416,9.275602554436268e-05,"train",100.0,"2022-08-14 12:32:05.189018","","","","","","","","","","","","",""
0.0,"","","train",107.0,"2022-08-14 12:32:15.100682",0.8396856581532417,0.5738584719858887,0.6419672536468788,49938.16087940368,0.4588492808005003,0.5120784501315475,-30957.473179251097,0.5296660117878192,0.5540396071097932,0.5645012185897982,11976.785479098517,0.5015934500930841,0.6994273538420562
0.0,"","","val",107.0,"2022-08-14 12:32:17.633769",0.8351477449455676,0.5817500834266346,0.6425916091343602,49657.67283669664,0.4642677482236056,0.5089369708372531,-30691.48253126058,0.5318818040435459,0.5455892614227669,0.5600116301608841,11725.292225824516,0.5092785334871515,0.6944
1.0,3.2615745067596436,9.835073726724344e-05,"train",120.0,"2022-08-14 12:32:23.346874","","","","","","","","","","","","",""
1.0,3.1738967895507812,0.00010494855973535973,"train",140.0,"2022-08-14 12:32:30.661456","","","","","","","","","","","","",""
1.0,3.1804115772247314,0.00011254246448612467,"train",160.0,"2022-08-14 12:32:37.210269","","","","","","","","","","","","",""
1.0,3.0876517295837402,0.00012112436196034105,"train",180.0,"2022-08-14 12:32:43.776832","","","","","","","","","","","","",""
1.0,3.3678667545318604,0.00013068511011976635,"train",200.0,"2022-08-14 12:32:50.177798","","","","","","","","","","","","",""
1.0,"","","train",214.0,"2022-08-14 12:33:02.752758",0.26640471512770136,0.5300462983692857,0.573925395822459,20654.97763279153,0.1940876221345189,0.28366419516861996,-17526.82274025501,0.45618860510805503,0.4634056963089078,0.4494927898043829,14398.667847718494,0.44985830526094817,0.536556132640831
1.0,"","","val",214.0,"2022-08-14 12:33:05.380778",0.29237947122861585,0.5397058548268744,0.5987254381306419,20147.426390123455,0.2133736518168381,0.3123236124176858,-17305.433792005635,0.4370139968895801,0.44576277040877205,0.4232603217677846,14463.441193887817,0.43083431142410017,0.5210666666666667
2.0,2.9031286239624023,0.00014121452418585224,"train",220.0,"2022-08-14 12:33:08.632594","","","","","","","","","","","","",""
2.0,3.2490651607513428,0.0001527013874892838,"train",240.0,"2022-08-14 12:33:15.120808","","","","","","","","","","","","",""
2.0,3.548274278640747,0.00016513346341876151,"train",260.0,"2022-08-14 12:33:21.623589","","","","","","","","","","","","",""
2.0,2.951111316680908,0.00017849750845629606,"train",280.0,"2022-08-14 12:33:28.086795","","","","","","","","","","","","",""
2.0,3.1148438453674316,0.00019277928628513158,"train",300.0,"2022-08-14 12:33:34.503202","","","","","","","","","","","","",""
2.0,3.469797134399414,0.00020796358295526807,"train",320.0,"2022-08-14 12:33:41.080425","","","","","","","","","","","","",""
2.0,"","","train",321.0,"2022-08-14 12:33:49.134244",0.8392927308447937,0.5481354166651262,0.6099946887906025,50035.0,0.45631275368511004,0.5108825639799092,-37225.56974459725,0.51237721021611,0.5446369365841106,0.5524681077994682,24416.1394891945,0.3387892959210185,0.17365827673458517
2.0,"","","val",321.0,"2022-08-14 12:33:51.664271",0.8367029548989113,0.533840873825584,0.5765932023366964,50035.0,0.4555461473327688,0.5061147695202258,-37010.1166407465,0.52099533437014,0.5331747203283868,0.5414712153518124,23985.233281493,0.3425357873210634,0.17866666666666667
3.0,3.331470489501953,0.00022403422309042516,"train",340.0,"2022-08-14 12:33:59.100512","","","","","","","","","","","","",""
3.0,3.24894642829895,0.00024097408711918678,"train",360.0,"2022-08-14 12:34:05.589067","","","","","","","","","","","","",""
3.0,3.0782742500305176,0.0002587651295119667,"train",380.0,"2022-08-14 12:34:12.003018","","","","","","","","","","","","",""
3.0,2.753061294555664,0.000277388398004372,"train",400.0,"2022-08-14 12:34:18.491864","","","","","","","","","","","","",""
3.0,3.002779245376587,0.0002968240537864807,"train",420.0,"2022-08-14 12:34:24.965857","","","","","","","","","","","","",""
3.0,"","","train",428.0,"2022-08-14 12:34:35.357455",0.8412573673870334,0.6126820711980205,0.6877386610257948,42532.47718954109,0.352194173773751,0.5417364266921789,-27685.164874113758,0.5210216110019646,0.5476076198718259,0.5589273443640848,12837.852558686425,0.5124215339173233,0.6197895858303369
3.0,"","","val",428.0,"2022-08-14 12:34:37.810071",0.8460342146189735,0.6596360470898992,0.7291113471410867,39409.15261234568,0.3900127868631806,0.5719661335841957,-25908.91887714037,0.5272161741835147,0.5595184340331179,0.5717096336499323,12408.685141935062,0.5192050373868555,0.6309333333333333
4.0,3.2136459350585938,0.00031705139263653336,"train",440.0,"2022-08-14 12:34:42.968650","","","","","","","","","","","","",""
4.0,2.9838266372680664,0.00033804886697651865,"train",460.0,"2022-08-14 12:34:49.385914","","","","","","","","","","","","",""
4.0,2.48034405708313,0.0003597941088261626,"train",480.0,"2022-08-14 12:34:55.947454","","","","","","","","","","","","",""
4.0,2.8894124031066895,0.00038226395363086946,"train",500.0,"2022-08-14 12:35:02.465970","","","","","","","","","","","","",""
