"epoch","loss","lr","part","step","time","murmur_accuracy","murmur_auprc","murmur_auroc","murmur_cost","murmur_f_measure","murmur_weighted_accuracy","neg_weighted_cost","outcome_accuracy","outcome_auprc","outcome_auroc","outcome_cost","outcome_f_measure","outcome_weighted_accuracy"
0.0,4.104673385620117,8.051132961790428e-05,"train",20.0,"2022-08-14 15:27:56.165855","","","","","","","","","","","","",""
0.0,3.5938634872436523,8.204477376749569e-05,"train",40.0,"2022-08-14 15:28:06.678649","","","","","","","","","","","","",""
0.0,3.1602773666381836,8.459869891666821e-05,"train",60.0,"2022-08-14 15:28:17.366563","","","","","","","","","","","","",""
0.0,2.9798436164855957,8.817038444548287e-05,"train",80.0,"2022-08-14 15:28:27.639107","","","","","","","","","","","","",""
0.0,3.11085844039917,9.275602554436268e-05,"train",100.0,"2022-08-14 15:28:38.430595","","","","","","","","","","","","",""
0.0,"","","train",107.0,"2022-08-14 15:28:54.477848",0.8392927308447937,0.5398376606568971,0.6021034220671575,50035.0,0.45631275368511004,0.5108825639799092,-37225.56974459725,0.51237721021611,0.5577657558857625,0.560669798005764,24416.1394891945,0.3387892959210185,0.17365827673458517
0.0,"","","val",107.0,"2022-08-14 15:28:58.703419",0.8367029548989113,0.5612890636407319,0.6419985838201452,50035.0,0.4555461473327688,0.5061147695202258,-37010.1166407465,0.52099533437014,0.576261800019963,0.5869354526070947,23985.233281493,0.3425357873210634,0.17866666666666667
1.0,2.894343614578247,9.835073726724344e-05,"train",120.0,"2022-08-14 15:29:08.056116","","","","","","","","","","","","",""
1.0,2.859114170074463,0.00010494855973535973,"train",140.0,"2022-08-14 15:29:19.090175","","","","","","","","","","","","",""
1.0,3.3696482181549072,0.00011254246448612467,"train",160.0,"2022-08-14 15:29:29.652039","","","","","","","","","","","","",""
1.0,3.121692419052124,0.00012112436196034105,"train",180.0,"2022-08-14 15:29:40.152111","","","","","","","","","","","","",""
1.0,3.0807318687438965,0.00013068511011976635,"train",200.0,"2022-08-14 15:29:51.544037","","","","","","","","","","","","",""
