"epoch","loss","lr","part","step","time","murmur_accuracy","murmur_auprc","murmur_auroc","murmur_cost","murmur_f_measure","murmur_weighted_accuracy","neg_weighted_cost","outcome_accuracy","outcome_auprc","outcome_auroc","outcome_cost","outcome_f_measure","outcome_weighted_accuracy"
0.0,1.1676878929138184,8.018401264382876e-05,"train",20.0,"2022-08-12 16:01:04.753231","","","","","","","","","","","","",""
0.0,1.0202865600585938,8.073598003228793e-05,"train",40.0,"2022-08-12 16:01:39.011163","","","","","","","","","","","","",""
0.0,0.8350663185119629,8.165569056333864e-05,"train",60.0,"2022-08-12 16:02:13.745544","","","","","","","","","","","","",""
0.0,0.9358821511268616,8.294279165705167e-05,"train",80.0,"2022-08-12 16:02:48.018941","","","","","","","","","","","","",""
0.0,0.8799577355384827,8.45967898907697e-05,"train",100.0,"2022-08-12 16:03:21.981118","","","","","","","","","","","","",""
0.0,"","","train",107.0,"2022-08-12 16:04:33.721563",0.8392927308447937,0.5846433582351849,0.662241708103257,50035.0,0.45631275368511004,0.5108825639799092,-33831.31848782988,0.5685658153241651,0.6007888521218068,0.5991176346999019,17627.63697565975,0.5451877705035859,0.42442402450392863
0.0,"","","val",107.0,"2022-08-12 16:04:50.286550",0.8367029548989113,0.5822855490494143,0.6727739422906706,50035.0,0.4555461473327688,0.5061147695202258,-33766.156510882516,0.5723172628304821,0.6247808680879492,0.6095173483233187,17497.313021765032,0.5448344208914115,0.4202666666666667
1.0,0.7821068167686462,8.661705118826846e-05,"train",120.0,"2022-08-12 16:05:14.278215","","","","","","","","","","","","",""
1.0,0.900037407875061,8.900280106283426e-05,"train",140.0,"2022-08-12 16:05:48.335948","","","","","","","","","","","","",""
1.0,0.8782023191452026,9.175312491417121e-05,"train",160.0,"2022-08-12 16:06:22.092439","","","","","","","","","","","","",""
1.0,0.7975624203681946,9.486696837902268e-05,"train",180.0,"2022-08-12 16:06:55.406018","","","","","","","","","","","","",""
1.0,0.8616631627082825,9.834313773537072e-05,"train",200.0,"2022-08-12 16:07:37.841695","","","","","","","","","","","","",""
1.0,"","","train",214.0,"2022-08-12 16:09:25.351436",0.8392927308447937,0.591244602810246,0.6681395543162734,50035.0,0.45631275368511004,0.5108825639799092,-34133.07280302766,0.562671905697446,0.5946672063352362,0.5958604405708828,18231.145606055317,0.5331487410227568,0.4016513517112798
1.0,"","","val",214.0,"2022-08-12 16:09:47.572745",0.8367029548989113,0.5908159610299424,0.6703929899097183,50035.0,0.4555461473327688,0.5061147695202258,-33917.55613627351,0.583203732503888,0.624258568426399,0.6073754603605346,17800.112272547016,0.5498610327461183,0.41333333333333333
2.0,0.8122320771217346,0.00010218030036006245,"train",220.0,"2022-08-12 16:10:03.244416","","","","","","","","","","","","",""
2.0,0.9312822222709656,0.0001063769852396822,"train",240.0,"2022-08-12 16:10:46.281109","","","","","","","","","","","","",""
2.0,0.8717772960662842,0.00011093158353447973,"train",260.0,"2022-08-12 16:11:28.913482","","","","","","","","","","","","",""
2.0,0.8686382174491882,0.00011584234919513495,"train",280.0,"2022-08-12 16:12:10.904819","","","","","","","","","","","","",""
